Ticket #,Tab,Vendor,MSC Part #,Material,Material Grade,Coolant,Interrupted Cut,Machine Type,Insert Number,Insert Grade,Surface Feet Per Minute,Inches Per Revolution,Total Depth of Cut in Inches,Number of Parts Per Insert Edge,Tool Life,Index Time in Seconds,Annual Part Production,Burden Rate Per Hour,Insert Cost Per Each Insert,Number of Edges per Insert,Cycle Time Per Part in Seconds
001016111,Actual,KENNAMETAL,03752623,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Dry,None,Chuck Lathe,VNGA 332T0420,KY4400,550.0,0.001,0.007,5.0,10.709186105,300,15000,175,14.,4,128.51023326
001016108,Current,MITSUBISHI MATERIALS U.S.A. CO,,Austenitic Stainless Steels,304,Wet,Light,Mori SL25/ 25hp,Cnmg432MA,us7020,550.0,0.004,0.012,25.0,47.59638265,60,1000,125.00,7.50,4,114.23131836
001016108,Actual,KENNAMETAL,02964518,Austenitic Stainless Steels,304,Wet,Light,Mori SL25/ 25hp,CNMG431FF,KT125,1200.0,0.004,0.012,25.0,21.815008725000002,60,1000,125.00,11,4,52.35602094
001016085,Current,"ISCAR METALS, INC.",,Aluminum,6061-T6,Wet,None,lathe,GFN4.0,IC54,785.0,0.012,1.5,10.0,66.695568,60,600,65,8.95,2,400.173408
001016085,Actual,SECO,08603573,Aluminum,6061-T6,Wet,None,lathe,LCMR 160594 FT,CP500,1047.0,0.012,1.5,6.0,30.003450384000004,60,600,65,19.4,2,300.03450384
001016081,Current,KENNAMETAL,,Austenitic Stainless Steels,304,Wet,None,Lathe,ccmt,kcp25,195.0,0.008,0.068,5.0,41.61632435,60,1000,65,13.00,2,499.3958922
001016081,Actual,SECO,51473767,Austenitic Stainless Steels,304,Wet,None,Lathe,CCMT,TP2500,195.0,0.008,0.068,70.0,582.6285409,60,1000,65,13,2,499.3958922
001016080,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",8620,Wet,None,HORZ TURN,CNMG 432 - HQ,5525,450.0,0.01,0.8,40.0,108.14426959999999,300,10000,68,8.4,4,162.2164044
001016080,Actual,SECO,84391036,"Med-High Plain-Carbon,Alloy, Tool Steels",8620,Wet,None,HORZ TURN,WNMG 332 - M3,TP2500,450.0,0.01,0.8,45.0,109.49607297,300,10000,68,9.8,6,145.99476396
001016062,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",4340,Wet,None,Mazak 30HP,CNMG432-Pm,4215,650.0,0.008,0.03,1.0,84.575110753,180,30,75.00,10.00,4,5074.50664518
001016062,Actual,WALTER-WAUKESHA,61978367,"Med-High Plain-Carbon,Alloy, Tool Steels",4340,Wet,None,Mazak 30HP,CNMG432-MP5,WPP10S,1000.0,0.008,0.03,7.0,384.81675390899994,180,30,75.00,10.00,4,3298.42931922
001016061,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",4340,Wet,None,Mazak 30HP,CNMG432-PR,4215,350.0,0.014,0.15,1.0,89.753178753,180,30,75.00,10.00,4,5385.19072518
001016061,Actual,WALTER-WAUKESHA,91384644,"Med-High Plain-Carbon,Alloy, Tool Steels",4340,Wet,None,Mazak 30HP,CNMG432-RP5,WPP10S,850.0,0.0185,0.15,7.0,195.773229323,180,30,75.00,10.00,4,1678.05625134
001016050,Current,VALENITE INC,,Austenitic Stainless Steels,303,Wet,None,Lathe,DPMT2151PF1,VP5615,300.0,0.002,0.02,13.0,272.251308888,60,500,85.00,13.84,2,1256.54450256
001016050,Actual,KENNAMETAL,08342941,Austenitic Stainless Steels,303,Wet,None,Lathe,DPMT2151LF,KCM25,425.0,0.004,0.02,27.0,199.56883274999998,60,500,85.00,19.57,2,443.486295
001016039,Current,"ISCAR METALS, INC.",,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,None,Okuma 20,CNMG 432 TF,IC907,475.0,0.012,0.5,3.0,8.266740135000001,60,1800,100.00,4.23,4,165.3348027
001016039,Actual,HERTEL,89455679,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,None,Okuma 20,CNMG 432 HL1,HP515T,475.0,0.012,0.5,5.0,13.777900225000002,60,1800,100.00,4.23,4,165.3348027
001016025,Current,SECO,,"Med-High Plain-Carbon,Alloy, Tool Steels",4340,Wet,None,S&T Dynamics VTL,CNMG542M5,TP2500,250.0,0.016,0.15,5.0,97.06463362,90,600,111.,13.,4,1164.77560344
001016025,Actual,KENNAMETAL,65859324,"Med-High Plain-Carbon,Alloy, Tool Steels",4340,Wet,None,S&T Dynamics VTL,CNMG542RN,KCP25,400.0,0.016,0.15,6.0,72.79847515200001,90,600,111.,16.89,4,727.98475152
001016024,Current,WIDIA,,Gray Cast Irons,class 20,Wet,None,HwaCheon,RCMT 0602 M0,TN5120,500.0,0.005,0.15,12.0,23.560209395999998,180,18000,65,8.10,2,117.80104698
001016024,Actual,"ISCAR METALS, INC.",48776835,Gray Cast Irons,class 20,Wet,None,HwaCheon,GRIP 635-318Y,IC908,500.0,0.005,0.15,80.0,157.06806264,180,18000,65,22.43,2,117.80104698
001016011,Current,"ISCAR METALS, INC.",,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Lathe,GIHIR,IC328,350.0,0.004,0.16,175.0,24.541884675,60,12500,65,11.79,1,8.41436046
001016011,Actual,"ISCAR METALS, INC.",85561413,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Lathe,GEPI,IC908,400.0,0.005,0.16,200.0,19.633507800000004,60,12500,65,18.11,2,5.89005234
001015998,Current,MITSUBISHI MATERIALS U.S.A. CO,,Austenitic Stainless Steels,304,Wet,None,MORI SEKI,DNMD431-CM,VP10RT,120.0,0.004,0.062,1.0,53.992146684,63,50,55,12.20,4,3239.52880104
001015998,Actual,HERTEL,91788620,Austenitic Stainless Steels,304,Wet,None,MORI SEKI,VNMG332,HC210,350.0,0.004,0.062,12.0,222.139117488,63,50,55,15.44,4,1110.69558744
001015984,Current,C J T KOOLCARB INC,,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,None,MORI SEKI,CCMT,C5,256.0,0.006,0.125,1.0,62.513634403999994,120,60,65,18.56,2,3750.81806424
001015984,Actual,ACCUPRO,05253166,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,None,MORI SEKI,S/C BORING BAR,C5,356.0,0.007,0.0125,1.0,0.038531676,120,60,65,32.00,1,2.31190056
001015974,Current,MANCHESTER TOOL CO.,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,CNC Lathe,GS125N,M40,320.0,0.006,0.118,60.0,36.8128272,360,10000,65,14.55,1,36.8128272
001015974,Actual,SECO,51487486,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,CNC Lathe,LCMF1902020200FTR,CP60,410.0,0.005,0.118,110.0,63.210317939999996,360,10000,65,25.10,2,34.47835524
001015967,Current,MITSUBISHI MATERIALS U.S.A. CO,,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,Heavy,VTL,CNMG 543,UC 7020,200.0,0.012,0.1,0.5,176.7015711425,300,100,100,28.65,4,21204.1885371
001015967,Actual,TUNGALOY,01685189,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,Heavy,VTL,CNMG 543,AH720,200.0,0.012,0.1,1.0,353.403142285,300,100,100,30.25,4,21204.1885371
001015964,Current,"ISCAR METALS, INC.",,"Ferritic, Martensitic, PH Stainless Steels",440C,Wet,None,STAR,TAGN3C,IC908,300.0,0.001,0.594,75.0,9.166623000000001,300,"30,000",65.00,8.14,1,7.3332984
001015964,Actual,"ISCAR METALS, INC.",48728190,"Ferritic, Martensitic, PH Stainless Steels",440C,Wet,None,STAR,DGN310C,IC908,300.0,0.001,0.594,150.0,18.333246000000003,300,"30,000",65.00,18.72,2,7.3332984
001015963,Current,"ISCAR METALS, INC.",,"Ferritic, Martensitic, PH Stainless Steels",440C,Wet,None,STAR,TAGN3C,IC908,300.0,0.001,0.375,75.0,5.79188475,300,"93,000",65.00,8.14,1,4.6335078
001015963,Actual,"ISCAR METALS, INC.",48728190,"Ferritic, Martensitic, PH Stainless Steels",440C,Wet,None,STAR,DGN310C,IC908,300.0,0.001,0.375,150.0,11.5837695,300,"93,000",65.00,18.72,2,4.6335078
001015937,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",E-9310,Wet,None,cnc,dnmg432ms,kc5510,600.0,0.01,0.05,55.0,217.31839008,180,2500,60.,17.75,4,237.07460736
001015937,Actual,HERTEL,37770468,"Med-High Plain-Carbon,Alloy, Tool Steels",E-9310,Wet,None,cnc,dnmg432l5,hc125t,600.0,0.011,0.05,150.0,538.8059255999999,180,2500,60.,11.27,4,215.52237024
001015887,Current,KENNAMETAL,,Low-Carbon Steels,1008,Wet,None,Lathe,CNMG 432,5025,300.0,0.012,0.06,4.0,1256.544505904,1.,232,65.,14.56,6,18848.16758856
001015887,Actual,HERTEL,07576531,Low-Carbon Steels,1008,Wet,None,Lathe,CNGA433,HT601CA,320.0,0.012,0.06,10.0,2945.02618282,1.,232,65.,15.15,6,17670.15709692
001015885,Current,SECO,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Mazak Lathe,CNMG432,TP2500,650.0,0.01,0.1,136.0,24.64760368,1.,"22,000",65.,14.08,4,10.8739428
001015885,Actual,KENNAMETAL,65858466,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Mazak Lathe,CNMG-432,KCP10,850.0,0.014,0.1,176.0,17.422675776000002,1.,"22,000",65.,12.54,4,5.93954856
001015855,Current,INGERSOLL CUTTING TOOL COMPANY,,"Med-High Plain-Carbon,Alloy, Tool Steels",S,Wet,None,Lathe,CNMG 432 MT,TT 8115,650.0,0.012,0.05,150.0,10.672573350000002,300,30000,65.00,13.00,4,4.26902934
001015855,Actual,KENNAMETAL,76367200,"Med-High Plain-Carbon,Alloy, Tool Steels",S,Wet,None,Lathe,CNMG432 MN,KCP25,650.0,0.012,0.05,225.0,16.046616824999997,300,30000,65.00,14.36,4,4.27909782
001015854,Current,INGERSOLL CUTTING TOOL COMPANY,,"Med-High Plain-Carbon,Alloy, Tool Steels",S,Wet,None,Lathe,DNMG432 MT,TT8115,750.0,0.08,0.015,250.0,5.7946115,300,30000,65.00,16.69,4,1.39070676
001015854,Actual,KENNAMETAL,65858243,"Med-High Plain-Carbon,Alloy, Tool Steels",S,Wet,None,Lathe,DNMG432 FN,KCP10,750.0,0.08,0.015,325.0,3.01319785,300,30000,65.00,19.49,4,0.55628268
001015846,Current,MASTER CUT TOOL CO,,Misc Non-Ferrous/Non-Metals,Graphite Composites,Dry,None,Okuma,VNGA431,DC,870.0,0.006,0.495,800.0,186.97318,120,850000,85.00,41.00,4,14.0229885
001015846,Actual,SECO,57023566,Misc Non-Ferrous/Non-Metals,Graphite Composites,Dry,None,Okuma,VNMG431-M4,Diatiger 12,870.0,0.006,0.495,1650.0,385.63218375,120,850000,85.00,57.40,4,14.0229885
001015835,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,CNC lathe,CNMG432PM,4205,325.0,0.016,0.7,21.0,75.32470795500001,120,2100,75,12.85,4,215.2134513
001015835,Actual,KENNAMETAL,65858466,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,CNC lathe,CNMG432MN,KCP10,325.0,0.017,0.7,29.0,97.901020975,120,2100,75,11.50,4,202.5538365
001015821,Current,SANDVIK HARD MATERIALS,,Austenitic Stainless Steels,303,Wet,Heavy,Modern Machine Swiss,N151.2-200-20-5G,GC1125,310.0,0.002,0.05,200.0,19.0001688,360,500000,70,14.50,1,5.70005064
001015821,Actual,KENNAMETAL,01701762,Austenitic Stainless Steels,303,Wet,Heavy,Modern Machine Swiss,A4G0205M02U02GMP,KC5025,350.0,0.002,0.05,800.0,67.31488399999999,360,500000,70,16.92,2,5.0486163
001015813,Current,WIDIA,,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,None,CNC,NR2,806,185.0,0.002,0.01,12.0,0.764114868,60,2500,65,23.00,2,3.82057434
001015813,Actual,KENNAMETAL,37282472,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,None,CNC,NR2M050R,KC5010,250.0,0.0025,0.01,250.0,9.424083750000001,60,2500,65,20.26,2,2.2617801
001015798,Current,"ISCAR METALS, INC.",,Austenitic Stainless Steels,Duplex,Wet,Heavy,lathe,cnmg432,ic3028,400.0,0.004,0.15,1.0,0.431937172,60,240,75,15.10,4,25.91623032
001015798,Actual,KENNAMETAL,76368968,Austenitic Stainless Steels,Duplex,Wet,Heavy,lathe,cnmg433,kcm15,400.0,0.004,0.15,2.0,0.431937172,60,240,75,14.59,4,12.95811516
001015781,Current,SANDVIK HARD MATERIALS,,Misc Non-Ferrous/Non-Metals,Plastic,Dry,None,MORI SEIKI ZL25B / 20,VCGX 21.51,H10 SP3,733.0,0.003,0.25,100.0,46.8739953,60,20000,80.00,47.75,2,28.12439718
001015781,Actual,SUMITOMO ELECTRIC CARBIDE INC,70447651,Misc Non-Ferrous/Non-Metals,Plastic,Dry,None,MORI SEIKI ZL25B / 20,VCMA 21.51,DA2200,733.0,0.003,0.25,800.0,374.9919624,60,20000,80.00,104.38,1,28.12439718
001015777,Current,KENNAMETAL,,"Ferritic, Martensitic, PH Stainless Steels",PH 13-8 Mo,Wet,None,mori seiki sl-200,cnma 432,kck05,220.0,0.005,0.01,1.0,0.071394574,90,4940,100.00,10.34,4,4.28367444
001015777,Actual,TUNGALOY,01684612,"Ferritic, Martensitic, PH Stainless Steels",PH 13-8 Mo,Wet,None,mori seiki sl-200,cnma 432 hmm,ah905,120.0,0.003,0.01,11.0,2.3996509570000004,90,4940,100.00,8.50,4,13.08900522
001015776,Current,TUNGALOY,,"Ferritic, Martensitic, PH Stainless Steels",PH 13-8 Mo,Wet,None,mori seiki sl-200,cnma 432,kck05,220.0,0.005,0.01,1.0,2.1418372210000003,90,4940,100.00,10.34,4,128.51023326
001015776,Actual,,,,,,,,,,,,,,,,,,,,
001015771,Current,KENNAMETAL,,Austenitic Stainless Steels,304,Wet,None,CNC Lathe,CNMG431MS,KC5510,600.0,0.0015,0.005,300.0,2094.2408376000003,300,75000,45,14.91,4,418.84816752
001015771,Actual,KENNAMETAL,65003485,Austenitic Stainless Steels,304,Wet,None,CNC Lathe,CNMG431FN,KT315,650.0,0.0018,0.005,280.0,1503.55752428,360,75000,45,11.35,4,322.19089806
001015765,Current,KYOCERA,,Aluminum,7075,Wet,None,Mori Seiki,TPG322,KPD010,107.0,0.004,0.009,64.0,687.318100032,300,150,100,85,1,644.36071878
001015765,Actual,KENNAMETAL,57735052,Aluminum,7075,Wet,None,Mori Seiki,TPGF322,KCU10,156.0,0.0045,0.009,92.0,602.3824227599999,300,150,100,13.53,1,392.8581018
001015746,Current,SUMITOMO ELECTRIC CARBIDE INC,,Low-Carbon Steels,1018,Wet,None,HORZ LATHE,VNGG 3305,AC2000,335.0,0.003,0.008,130.0,17.20194827,180,25000,65,11.17,4,7.93936074
001015746,Actual,KENNAMETAL,05228325,Low-Carbon Steels,1018,Wet,None,HORZ LATHE,CNGP4305,KC5010,335.0,0.003,0.008,160.0,21.17162864,180,25000,65,10.72,4,7.93936074
001015744,Current,"ISCAR METALS, INC.",,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,CNC LATHE,CNMG 432 TF,IC908,490.0,0.005,0.04,65.0,8.68148294,180,25000,65,6.57,4,8.01367656
001015744,Actual,KENNAMETAL,79260675,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,CNC LATHE,CNMG 432 MP,KC5010,490.0,0.005,0.04,100.0,13.3561276,180,25000,65,8.15,4,8.01367656
001015691,Current,SANDVIK HARD MATERIALS,,Low-Carbon Steels,1018,Wet,None,Okuma 10,CNMG 432 PM,GC4215,700.0,0.008,0.3,70.0,42.33475113000001,60,25000,100.00,14.50,6,36.28692954
001015691,Actual,KENNAMETAL,65854168,Low-Carbon Steels,1018,Wet,None,Okuma 10,CNMG 432 RP,KCP10,700.0,0.008,0.3,90.0,54.43039431000001,60,25000,100.00,10.25,6,36.28692954
001015687,Current,SANDVIK HARD MATERIALS,,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,Hardinge 10,CNMG 433SMR,1105,90.0,0.005,0.225,1.0,15.706806282,60,1000,100.00,16.28,4,942.40837692
001015687,Actual,KENNAMETAL,93953297,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,Hardinge 10,CNMG 433RP,KCU25,90.0,0.005,0.225,1.0,15.706806282,60,1000,100.00,12.29,4,942.40837692
001015680,Current,SANDVIK HARD MATERIALS,,Titanium & Titanium Alloys,Ti-13V-11Cr-3Al,Wet,None,lathe,cnmg-432,1025,60.0,0.008,0.288,15.0,318.84816768,180,225,110,15.43,4,1275.39267072
001015680,Actual,SECO,53633186,Titanium & Titanium Alloys,Ti-13V-11Cr-3Al,Wet,None,lathe,cnmg 432-mf4,ts2500,100.0,0.005,0.288,5.0,102.03141375999999,180,225,110,17.39,4,1224.37696512
001015672,Current,KENNAMETAL,,Austenitic Stainless Steels,316L,Wet,None,Lathe,CPMT3251LF,KC5025,160.0,0.005,0.05,50.0,387.44764355,120,1900,85.00,16.61,2,464.93717226
001015672,Actual,KENNAMETAL,76371558,Austenitic Stainless Steels,316L,Wet,None,Lathe,CPMT3252FP,KCU25,250.0,0.008,0.06,85.0,215.56177956,120,1900,85.00,16.62,2,152.16125616
001015671,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Dry,None,Okuma CNC Lathe,A4G05M05P04GMP,KC5010,155.0,0.011,0.03,50.0,15.353671799999999,120,10000,65.0,24.06,2,18.42440616
001015671,Actual,KENNAMETAL,53202107,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Dry,None,Okuma CNC Lathe,A4G0500M05P08S02025ST,KB5625,400.0,0.019,0.03,200.0,13.7779,120,10000,65.0,102.45,2,4.13337
001015667,Current,"ISCAR METALS, INC.",,"Ferritic, Martensitic, PH Stainless Steels",PH 13-8 Mo,Wet,None,CNC,NG2,908,250.0,0.004,0.003,250.0,0.41884800000000005,55,8000,65,"20,00",1,0.10052352
001015667,Actual,KENNAMETAL,37282472,"Ferritic, Martensitic, PH Stainless Steels",PH 13-8 Mo,Wet,None,CNC,NR2M050R,KC5010,350.0,0.0045,0.03,250.0,0.26593525,35,8000,65,20.26,1,0.06382446
001015665,Current,SANDVIK HARD MATERIALS,,Aluminum,6061-T6,Wet,Heavy,VTL 20 HP,N123R1-1500-0010,1125,1296.0,0.006,6.0,10.0,1036.2129143900002,600,100,85.00,113.00,1,6217.27748634
001015665,Actual,KENNAMETAL,09652462,Aluminum,6061-T6,Wet,Heavy,VTL 20 HP,RCGK46HP,KC5410,2513.0,0.025,6.0,20.0,202.50717210000002,300,100,85.00,18.49,4,607.5215163
001015655,Current,INGERSOLL CUTTING TOOL COMPANY,,Low-Carbon Steels,1018,Wet,None,Lathe CNC,CNMG 432,TT6015,650.0,0.012,0.08,120.0,30.20539668,1.0,5000,60.,10.20,4,15.10269834
001015655,Actual,SECO,84390103,Low-Carbon Steels,1018,Wet,None,Lathe CNC,CNMG432 M5,TP2500,850.0,0.016,0.08,208.0,30.027717824,1.0,5000,60.,12.05,4,8.66184168
001015644,Current,RTS CUTTING TOOLS,,"Med-High Plain-Carbon,Alloy, Tool Steels",8620,Wet,None,GRINDER,Raidiac,Raidiac,700.0,0.001,0.03,200.0,4357.8160128,3600,30,75.00,500.00,1,1307.34480384
001015644,Actual,SANDVIK HARD MATERIALS,62540927,"Med-High Plain-Carbon,Alloy, Tool Steels",8620,Wet,None,LATHE,CNMG431 PF,4225,1050.0,0.003,0.01,2.0,4.842017784,180,30,75.00,9.28,4,145.26053352
001015643,Current,RTS CUTTING TOOLS,,"Med-High Plain-Carbon,Alloy, Tool Steels",8620,Wet,None,GRINDER,Raidiac,Raidiac,700.0,0.001,0.03,30.0,3088.81666365,2700,30,75.00,200.00,1,6177.6333273
001015643,Actual,KENNAMETAL,65853368,"Med-High Plain-Carbon,Alloy, Tool Steels",8620,Wet,None,LATHE,VBMT331MP,KCP25,900.0,0.002,0.005,2.0,3.2380890040000003,180,30,75.00,15.28,2,97.14267012
001015640,Current,SECO,,Austenitic Stainless Steels,316,Wet,None,CNC Lathe,CNMM 643 RR6,TM4000,418.0,0.02,0.157,1.0,17.848643503,300,5000,65,18.60,2,1070.91861018
001015640,Actual,SECO,85394849,Austenitic Stainless Steels,316,Wet,None,CNC Lathe,CNMG 643 MF4,TM4000,418.0,0.02,0.197,1.0,17.848643503,300,5000,65,18.58,4,1070.91861018
001015637,Current,WALTER-WAUKESHA,,"Med-High Plain-Carbon,Alloy, Tool Steels",4340,Wet,None,Hass Turning center,CNMG 543,WPP10,375.0,0.02,0.2,20.0,83.76963348000001,60,25000,100.00,11.50,4,251.30890044
001015637,Actual,SECO,65993743,"Med-High Plain-Carbon,Alloy, Tool Steels",4340,Wet,None,Hass Turning center,CNMG 543,TP 0500,425.0,0.02,0.2,25.0,92.39297812499998,60,25000,100.00,11.50,4,221.7431475
001015629,Current,CRITERION MACHINE WORKS INC,,Aluminum,6061-T6,Wet,None,makino,cpmt 21.51,kc5010,180.0,0.001,0.01,2.0,5.407068064,600,420,100.,8.75,2,162.21204192
001015629,Actual,KENNAMETAL,09468257,Aluminum,6061-T6,Wet,None,makino,cpgt 2151 hp,kc5410,2705.0,0.004,0.01,300.0,13.4926836,180,360,100.,14.50,2,2.69853672
001015628,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",1045,Wet,None,hause 20,cnmg432 mn,kcp25,600.0,0.01,0.075,11.0,772.0876963799999,180,610,60.,11.30,4,4211.3874348
001015628,Actual,HERTEL,37770070,"Med-High Plain-Carbon,Alloy, Tool Steels",1045,Wet,None,hause 20,cnmg432 L5,hc125t,600.0,0.011,0.075,27.0,1722.840314364,180,610,60.,9.2,4,3828.53403192
001015627,Current,"ISCAR METALS, INC.",,Gray Cast Irons,class 30,Wet,None,Lathe,not available,IC5010,700.0,0.008,0.02,60.0,163.07030664,180,1300,75.00,27.50,2,163.07030664
001015627,Actual,KENNAMETAL,63706899,Gray Cast Irons,class 30,Wet,None,Lathe,A4G0600M06P08T01025,KY3500,2500.0,0.0065,0.02,150.0,140.491341,180,1300,75.00,30.42,2,56.1965364
001015626,Current,MITSUBISHI MATERIALS U.S.A. CO,,Austenitic Stainless Steels,304,Wet,None,Hyundai-Kia SKT25,CNMG432MA,VP15TF,500.0,0.007,0.25,3.0,5.497382196,90,6000,110,6.44,4,109.94764392
001015626,Actual,KENNAMETAL,76369321,Austenitic Stainless Steels,304,Wet,None,Hyundai-Kia SKT25,CNMG432RP,KCM25,500.0,0.012,0.25,15.0,8.01701568,90,6000,110,10.28,4,32.06806272
001015621,Current,SANDVIK HARD MATERIALS,,Austenitic Stainless Steels,304,Wet,Light,CNC Lathe Hass,CNMG 432 MM,2015,500.0,0.015,0.1,2.0,5.0261780080000005,60,500,100,11.75,4,150.78534024
001015621,Actual,SECO,76873629,Austenitic Stainless Steels,304,Wet,Light,CNC Lathe Hass,CNMG 432 MF4,TM2000,650.0,0.015,0.1,3.0,5.799436164,60,500,100,11.25,4,115.98872328
001015613,Current,SANDVIK HARD MATERIALS,,Gray Cast Irons,class 20,Wet,Heavy,CNC Bullard,CNMG 643 KR,3210,800.0,0.012,0.15,5.0,147.25130898999998,60,20000,100.00,18.00,4,1767.01570788
001015613,Actual,SECO,40774424,Gray Cast Irons,class 20,Wet,Heavy,CNC Bullard,CNMA 643,TK2001,800.0,0.012,0.15,12.0,353.403141576,60,20000,100.00,18.00,4,1767.01570788
001015604,Current,TUNGALOY,,"Nickel-Base, Heat Resistant Alloys",Incoloy 901,Wet,None,Lathe,CNMG 432-28,AH110,120.0,0.008,0.1,1.0,19.633507851999997,60,24,65,9.68,4,1178.01047112
001015604,Actual,SECO,07999022,"Nickel-Base, Heat Resistant Alloys",Incoloy 901,Wet,None,Lathe,CNMG 432 M3,TK2001,120.0,0.008,0.1,1.0,19.633507851999997,60,24,65,9.45,4,1178.01047112
001015600,Current,SANDVIK HARD MATERIALS,,Austenitic Stainless Steels,303,Wet,None,CNC lathe,WNMG432MM,2025,300.0,0.01,0.625,26.0,47.485165728000005,120,600,65,10.15,6,109.58115168
001015600,Actual,SECO,08828881,Austenitic Stainless Steels,303,Wet,None,CNC lathe,WNMG432M3,TP2500,550.0,0.016,0.625,37.0,16.4549619,120,600,65,10.55,6,26.683722
001015595,Current,WALTER-WAUKESHA,,"Med-High Plain-Carbon,Alloy, Tool Steels",A,Wet,None,CNC Lathe,SCMT 32.51,WPP 20,900.0,0.01,0.03,240.0,39.62303664,60,10000,100,8.78,4,9.90575916
001015595,Actual,SECO,88443106,"Med-High Plain-Carbon,Alloy, Tool Steels",A,Wet,None,CNC Lathe,SCMT 32.51 F2,TP 2500,1425.0,0.01,0.03,300.0,31.2813447,60,10000,100,9.54,4,6.25626894
001015579,Current,VALENITE INC,,Aluminum,6061-T6,Dry,None,Manual,CNMG 432,AL.,500.0,0.01,0.1,25.0,117.8010471,60,3000,75,15.55,4,282.72251304
001015579,Actual,KENNAMETAL,92139070,Aluminum,6061-T6,Dry,None,Manual,cnmg 432,Al,500.0,0.01,0.1,25.0,117.8010471,.01,2500,75,15.55,4,282.72251304
001015571,Current,"ISCAR METALS, INC.",,Low-Carbon Steels,1018,Wet,None,Summit Lathe,CNMG 432,IC328,350.0,0.006,0.04,4.0,209.424083768,1.,8.,85.,16.91,4,3141.36125652
001015571,Actual,HERTEL,44880722,Low-Carbon Steels,1018,Wet,None,Summit Lathe,CNGA432,HT620BN,600.0,0.0087,0.04,2.0,42.125534096,1.,8.,85.,26.00,4,1263.76602288
001015563,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",4130,Wet,None,Haas SL-20,N123U3-0150-0000-CS,1125,600.0,0.001,0.06,80.0,15.35776608,180,50000,75.00,25,3,11.51832456
001015563,Actual,"ISCAR METALS, INC.",83787705,"Med-High Plain-Carbon,Alloy, Tool Steels",4130,Wet,None,Haas SL-20,24N150J010,IC908,600.0,0.001,0.06,225.0,43.1937171,180,50000,75.00,35.5,5,11.51832456
001015559,Current,"ISCAR METALS, INC.",,Gray Cast Irons,class 30,Wet,None,Lathe,ISCAR,IC5010,700.0,0.008,0.02,60.0,163.07030664,180,1300,75,27.50,2,163.07030664
001015559,Actual,KENNAMETAL,63706899,Gray Cast Irons,class 30,Wet,None,Lathe,A4G0600M06P08T01025,KY3500,2500.0,0.0065,0.02,150.0,140.491341,180,1300,75,30.42,2,56.1965364
001015557,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Lathe,WNMG431-MS,KC5510,350.0,0.004,0.05,35.0,235.60209428000002,60,1000,85.00,15.40,4,403.88930448
001015557,Actual,HERTEL,37771235,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Lathe,WNMG431EN-HMF,HC125T,400.0,0.006,0.05,35.0,137.43455495,60,1000,85.00,10.70,4,235.6020942
001015550,Current,VALENITE INC,,"Med-High Plain-Carbon,Alloy, Tool Steels",A,Dry,None,Leadwell,VSG 3.0N30RG,UK20,250.0,0.002,0.06,10.0,0.7278534000000001,60,500,100.00,21.05,1,4.3671204
